Project_ID,Country,Year,Technology,Installed_Capacity_MW,Capacity_Factor_Percent,Annual_Generation_MWh,Capital_Cost_USD_per_kW,Estimated_Project_Cost_Million_USD,Lifecycle_Emissions_kgCO2e_per_MWh,Estimated_CO2_Avoided_tons_per_year,Estimated_Jobs,Grid_Connected,Storage_Included,Project_Status
RE-01313,Italy,2017,Solar CSP,1264.35,23.54,2607221.19,4282.88,5415.06,27.0,1936893.62,3789,Yes,No,Operational
RE-01314,Chile,2019,Solar PV,224.83,24.05,473667.35,1095.95,246.4,54.46,180555.73,605,Yes,No,Operational
RE-01315,Sweden,2016,Biomass,259.86,75.0,1707280.2,2655.17,689.97,100.58,524642.39,624,Yes,Yes,Operational
RE-01316,Norway,2011,Hydroelectric,1443.98,33.18,4197026.06,4050.12,5848.29,25.47,2454156.94,3260,No,No,Planned
RE-01317,China,2014,Biomass,1209.66,87.89,9313370.72,4257.23,5149.8,60.85,6268631.81,898,Yes,No,Operational
RE-01318,United States,2011,Geothermal,347.68,71.06,2164257.93,3823.63,1329.4,48.6,1339672.15,1126,Yes,No,Operational
RE-01319,Germany,2018,Solar CSP,170.7,33.16,495852.09,4660.54,795.55,33.33,308907.41,141,Yes,No,Operational
RE-01320,Spain,2024,Biomass,731.41,63.87,4092247.73,2776.62,2030.85,50.78,2189558.58,2696,Yes,No,Planned
RE-01321,Germany,2017,Solar PV,1247.06,21.14,2309385.52,1096.22,1367.05,26.29,721658.52,3244,Yes,No,Operational
RE-01322,France,2016,Biomass,1341.79,84.58,9941601.2,3217.12,4316.7,58.53,3340077.13,1848,Yes,Yes,Construction
RE-01323,United Kingdom,2013,Biomass,718.28,66.62,4191818.87,3159.75,2269.59,83.45,3124864.66,2614,Yes,No,Planned
RE-01324,South Korea,2017,Geothermal,719.05,74.27,4678176.69,5066.73,3643.23,30.54,1975519.84,1299,Yes,Yes,Construction
RE-01325,China,2021,Hydroelectric,763.79,31.89,2133696.25,4796.94,3663.85,16.76,1012922.36,1559,Yes,Yes,Planned
RE-01326,Mexico,2016,Onshore Wind,1499.57,39.45,5182244.0,1186.12,1778.67,14.31,2154019.91,5744,Yes,No,Operational
RE-01327,Poland,2026,Geothermal,1001.41,82.85,7267893.3,3712.19,3717.42,27.98,4380429.88,2519,Yes,No,Operational
RE-01328,China,2019,Biomass,623.07,83.11,4536221.26,2683.02,1671.71,93.87,3159412.1,1974,Yes,No,Operational
RE-01329,Brazil,2010,Solar PV,1187.28,26.93,2800874.26,720.64,855.6,57.91,1324673.24,4344,Yes,No,Retired
RE-01330,Norway,2016,Biomass,341.66,67.86,2031010.17,3830.07,1308.58,48.34,1452012.16,389,Yes,No,Planned
RE-01331,United Kingdom,2026,Hydroelectric,633.8,54.38,3019225.45,2525.5,1600.66,28.82,1992576.56,927,Yes,Yes,Planned
RE-01332,Argentina,2012,Solar PV,1415.6,29.55,3664393.85,1517.95,2148.81,43.98,1406079.23,4680,Yes,No,Operational
RE-01333,Japan,2010,Offshore Wind,1497.58,54.28,7120885.07,3619.51,5420.51,20.34,1782678.6,3606,Yes,Yes,Operational
RE-01334,Spain,2023,Onshore Wind,372.97,35.73,1167376.71,1850.55,690.2,16.24,687086.21,474,Yes,No,Planned
RE-01335,India,2026,Geothermal,1439.61,85.85,10826529.42,5598.23,8059.27,32.92,6968688.59,5526,Yes,No,Operational
RE-01336,Germany,2018,Biomass,1231.04,78.15,8427625.98,2474.67,3046.42,95.48,3705608.04,2964,Yes,No,Construction
RE-01337,Norway,2022,Hydroelectric,1130.02,43.69,4324862.26,4009.59,4530.92,11.4,2113621.64,2824,Yes,Yes,Planned
RE-01338,United Kingdom,2016,Geothermal,828.31,90.7,6581188.01,4947.97,4098.45,49.51,4326740.17,1155,No,No,Operational
RE-01339,South Africa,2010,Solar CSP,455.94,38.4,1533709.21,5352.61,2440.47,39.95,687671.68,275,Yes,Yes,Operational
RE-01340,Brazil,2016,Hydroelectric,309.53,56.38,1528734.0,3021.45,935.23,17.55,839566.45,1193,Yes,No,Construction
RE-01341,Italy,2022,Offshore Wind,1035.68,46.42,4211480.87,4897.33,5072.07,15.85,1884550.29,1423,Yes,No,Operational
RE-01342,Mexico,2014,Onshore Wind,510.62,33.65,1505175.0,2019.0,1030.94,11.33,382281.2,359,Yes,Yes,Operational
RE-01343,China,2019,Onshore Wind,1400.22,40.08,4916183.62,1140.35,1596.74,11.95,3179435.99,1873,Yes,Yes,Operational
RE-01344,Australia,2018,Biogas,1487.2,80.21,10449656.13,2369.62,3524.1,74.97,3773515.26,2653,Yes,No,Operational
RE-01345,United Kingdom,2018,Hydroelectric,331.03,44.11,1279111.84,2001.66,662.61,30.62,334701.73,946,Yes,Yes,Operational
RE-01346,Italy,2015,Onshore Wind,961.7,46.63,3928340.62,1531.86,1473.19,14.6,2753221.02,1389,Yes,No,Planned
RE-01347,United Kingdom,2019,Hydroelectric,1083.45,46.84,4445594.7,3711.22,4020.92,34.21,1669588.78,3524,Yes,No,Planned
RE-01348,Poland,2016,Hydroelectric,1256.31,42.81,4711358.48,4724.06,5934.88,24.1,3069825.37,1737,Yes,No,Operational
RE-01349,Italy,2016,Biogas,1170.7,76.03,7797128.92,3643.89,4265.9,73.06,5641582.02,2568,Yes,No,Operational
RE-01350,Germany,2020,Hydroelectric,829.33,56.42,4098873.96,3539.42,2935.35,28.1,2741346.33,1123,Yes,No,Operational
RE-01351,France,2018,Onshore Wind,823.3,43.8,3158903.3,1699.29,1399.03,8.05,1559386.23,2812,Yes,No,Operational
RE-01352,United Kingdom,2014,Hydroelectric,656.26,55.83,3209576.03,4474.39,2936.36,5.82,2073443.6,1964,Yes,No,Planned
RE-01353,Spain,2013,Hydroelectric,471.49,62.77,2592559.43,3714.15,1751.18,20.7,1835155.43,1672,Yes,Yes,Construction
RE-01354,South Africa,2012,Geothermal,74.42,75.58,492720.53,5217.08,388.26,35.8,144519.45,101,Yes,Yes,Planned
RE-01355,United States,2021,Solar PV,1102.64,14.22,1373527.77,1084.76,1196.1,32.71,928453.54,4227,No,Yes,Operational
RE-01356,China,2024,Offshore Wind,540.79,56.18,2661426.6,3608.32,1951.34,21.53,933764.52,600,Yes,No,Operational
RE-01357,United Kingdom,2020,Onshore Wind,15.59,26.3,35917.49,1187.01,18.51,17.66,13232.94,24,Yes,No,Operational
RE-01358,France,2010,Hydroelectric,1108.59,38.23,3712610.26,4066.75,4508.36,4.47,2613692.11,4234,Yes,No,Operational
RE-01359,South Africa,2024,Geothermal,811.54,85.28,6062632.29,2969.52,2409.88,18.08,3614332.51,2137,Yes,No,Operational
RE-01360,Australia,2021,Biomass,1202.09,84.12,8858095.43,4488.77,5395.91,69.3,5389861.69,3458,Yes,No,Operational
RE-01361,Germany,2017,Biogas,271.03,76.07,1806071.28,3275.06,887.64,59.6,593040.84,651,Yes,No,Planned
RE-01362,France,2018,Solar PV,898.11,28.0,2202884.21,1083.18,972.81,55.35,701025.29,1538,Yes,No,Planned
RE-01363,Japan,2021,Biomass,939.49,64.18,5281970.61,4313.99,4052.95,75.08,2025641.15,3716,Yes,Yes,Operational
RE-01364,Japan,2014,Offshore Wind,724.56,56.96,3615334.13,3110.38,2253.66,18.47,2205325.16,1910,Yes,No,Construction
RE-01365,South Africa,2024,Biomass,505.18,70.17,3105286.9,3516.96,1776.7,61.71,1053907.77,1959,Yes,No,Operational
RE-01366,United States,2020,Solar CSP,96.96,22.71,192891.84,3787.59,367.24,39.88,81204.75,188,Yes,Yes,Operational
RE-01367,Argentina,2016,Solar CSP,513.48,28.54,1283753.4,2533.35,1300.82,41.59,948274.49,1799,Yes,No,Operational
RE-01368,Australia,2011,Solar PV,1164.55,16.32,1664877.95,1567.64,1825.6,25.05,794712.74,1132,Yes,No,Operational
RE-01369,South Korea,2014,Offshore Wind,1164.82,55.13,5625367.73,6195.13,7216.21,23.86,3953457.33,3145,No,Yes,Operational
RE-01370,France,2019,Onshore Wind,426.21,39.16,1462077.6,2276.89,970.43,13.38,770420.29,819,Yes,Yes,Operational
RE-01371,Sweden,2020,Onshore Wind,802.78,34.37,2417019.66,1534.19,1231.62,7.67,1426713.73,1539,Yes,No,Operational
RE-01372,Sweden,2019,Offshore Wind,199.25,39.46,688746.68,5442.35,1084.39,10.14,268678.0,723,Yes,No,Planned
RE-01373,Australia,2015,Biomass,948.93,67.5,5611023.09,3682.18,3494.13,64.62,1406451.67,700,Yes,No,Planned
RE-01374,India,2014,Biomass,620.74,61.88,3364837.87,4290.85,2663.5,83.14,1523295.85,2353,Yes,No,Operational
RE-01375,France,2012,Offshore Wind,598.5,51.09,2678577.17,4053.91,2426.27,19.72,1748026.7,2130,Yes,Yes,Construction
RE-01376,Germany,2025,Solar PV,1061.98,17.42,1620572.98,1280.49,1359.85,25.02,542685.77,2773,Yes,No,Construction
RE-01377,Italy,2020,Solar CSP,1096.08,37.47,3597742.3,5234.27,5737.18,17.42,1927578.61,3393,Yes,Yes,Operational
RE-01378,Germany,2015,Solar CSP,999.48,33.43,2926945.2,4471.34,4469.01,22.57,1854763.28,2789,Yes,Yes,Operational
RE-01379,Poland,2025,Biomass,490.2,55.66,2390125.0,2182.39,1069.81,37.73,1078949.32,1602,Yes,Yes,Operational
RE-01380,China,2023,Offshore Wind,1012.41,54.61,4843203.4,3813.19,3860.51,16.51,2849931.17,1019,Yes,Yes,Operational
RE-01381,Brazil,2023,Biogas,1057.82,80.93,7499381.04,3740.98,3957.28,43.1,4279757.18,4227,Yes,No,Operational
RE-01382,Australia,2018,Solar CSP,732.75,39.65,2545089.88,4364.11,3197.8,35.14,1619931.58,470,Yes,No,Planned
RE-01383,Norway,2026,Solar PV,969.1,24.13,2048471.95,1197.22,1160.23,44.3,1139071.19,535,Yes,Yes,Operational
RE-01384,Brazil,2019,Solar PV,1201.8,29.43,3098322.12,1264.98,1520.25,57.82,2143859.45,1423,Yes,Yes,Operational
RE-01385,Japan,2019,Geothermal,424.69,92.82,3453167.98,4530.95,1924.25,29.38,2563356.75,1627,Yes,No,Operational
RE-01386,South Korea,2022,Biomass,98.18,73.28,630249.62,3156.79,309.93,38.21,184963.13,46,Yes,Yes,Operational
RE-01387,Italy,2023,Biomass,921.13,77.24,6232571.91,1885.07,1736.39,106.36,2013714.0,1372,No,No,Planned
RE-01388,India,2017,Hydroelectric,792.0,53.3,3697911.36,2262.16,1791.63,12.35,2745038.86,3109,Yes,Yes,Operational
RE-01389,United Kingdom,2018,Solar CSP,336.43,34.27,1009980.35,2724.46,916.59,18.11,392344.18,1076,Yes,No,Planned
RE-01390,United Kingdom,2017,Onshore Wind,1096.72,31.58,3033974.98,1937.81,2125.23,12.86,2164176.55,4316,Yes,No,Operational
RE-01391,Germany,2021,Solar PV,298.35,18.43,481676.53,1170.54,349.23,49.68,294182.51,1053,No,No,Planned
RE-01392,Chile,2023,Hydroelectric,797.64,55.77,3896831.93,4923.53,3927.2,4.36,1611563.16,1302,Yes,No,Operational
RE-01393,United Kingdom,2016,Onshore Wind,1067.82,34.36,3214069.86,1287.28,1374.58,14.94,1643370.37,4201,No,Yes,Construction
RE-01394,Poland,2024,Geothermal,1069.05,81.69,7650168.84,3007.09,3214.73,16.83,5119065.56,3563,Yes,No,Construction
RE-01395,Chile,2019,Hydroelectric,476.53,60.83,2539289.22,3855.81,1837.41,26.33,1462776.0,1427,No,Yes,Planned
RE-01396,South Korea,2016,Solar CSP,977.18,33.16,2838528.1,2827.14,2762.62,28.09,1577716.91,678,Yes,No,Operational
RE-01397,Norway,2015,Onshore Wind,378.04,39.86,1320015.88,1715.0,648.34,17.28,668254.63,172,Yes,No,Operational
RE-01398,Chile,2010,Offshore Wind,690.49,39.49,2388628.63,4795.11,3310.98,15.83,1734768.55,495,Yes,No,Operational
RE-01399,Japan,2020,Biomass,1296.49,80.99,9198238.72,4324.96,5607.27,96.25,4111552.14,4814,Yes,No,Planned
RE-01400,Australia,2017,Solar CSP,128.38,35.97,404521.79,3112.31,399.56,38.37,242852.58,135,Yes,No,Operational
RE-01401,Spain,2026,Geothermal,985.28,84.71,7311364.83,2263.7,2230.38,22.97,1924955.95,1576,Yes,No,Operational
RE-01402,Norway,2024,Onshore Wind,1375.55,29.26,3525776.75,1956.81,2691.69,7.59,1817798.18,4222,Yes,Yes,Planned
RE-01403,China,2013,Biomass,1084.59,75.2,7144758.32,2241.96,2431.61,98.05,3686984.63,871,Yes,No,Operational
RE-01404,Mexico,2026,Biogas,1112.22,73.58,7168934.13,2257.86,2511.24,73.51,3602361.66,1840,Yes,No,Operational
RE-01405,South Korea,2023,Biomass,817.7,85.97,6158075.8,4008.75,3277.95,65.45,2971022.94,3145,Yes,Yes,Operational
RE-01406,South Korea,2021,Biogas,1391.2,78.08,9515540.89,2261.7,3146.48,82.66,2535326.07,2674,Yes,No,Operational
RE-01407,India,2013,Onshore Wind,307.63,43.48,1171715.91,1199.06,368.87,13.41,405206.55,476,Yes,No,Operational
RE-01408,Japan,2023,Onshore Wind,129.61,42.63,484014.03,1422.81,184.41,18.93,122348.85,311,Yes,No,Planned
RE-01409,Mexico,2011,Hydroelectric,623.92,60.23,3291894.26,4643.95,2897.45,19.45,1741357.57,1965,Yes,No,Operational
RE-01410,Norway,2021,Biomass,725.37,58.89,3742012.64,4018.54,2914.93,86.15,1044031.26,2057,Yes,Yes,Operational
RE-01411,Norway,2022,Onshore Wind,776.41,25.13,1709179.66,1849.95,1436.32,7.09,1218994.03,1057,Yes,Yes,Operational
RE-01412,China,2019,Biomass,1413.9,72.2,8942521.61,2759.74,3902.0,38.79,4845547.68,2499,Yes,No,Construction
RE-01413,Canada,2024,Biomass,148.32,69.55,903651.47,4213.04,624.88,71.08,481264.11,525,Yes,No,Operational
RE-01414,United Kingdom,2014,Solar CSP,791.15,21.08,1460943.92,2695.78,2132.77,27.44,609908.97,2070,Yes,Yes,Operational
RE-01415,France,2017,Biogas,371.01,54.82,1781676.09,3034.18,1125.71,73.35,1055881.89,517,Yes,No,Operational
RE-01416,Chile,2023,Biomass,712.65,62.85,3923608.6,3657.81,2606.74,61.23,1278931.91,674,Yes,No,Operational
RE-01417,United States,2019,Hydroelectric,448.16,49.34,1937029.98,4793.36,2148.19,30.94,1042538.44,853,No,No,Operational
RE-01418,China,2021,Geothermal,16.71,89.12,130453.5,2522.68,42.15,19.26,83601.57,48,Yes,No,Planned
RE-01419,Chile,2017,Hydroelectric,1494.45,42.52,5566455.63,2348.82,3510.19,30.23,2548240.67,5302,Yes,Yes,Operational
RE-01420,Japan,2020,Solar PV,604.59,15.45,818264.2,1036.12,626.43,33.92,467831.07,1661,Yes,No,Construction
RE-01421,Brazil,2014,Geothermal,611.21,85.34,4569273.94,3730.91,2280.37,16.23,1650915.22,1952,Yes,No,Operational
RE-01422,China,2025,Solar CSP,575.56,25.25,1273081.16,2815.1,1620.26,35.16,617407.79,1907,Yes,No,Operational
RE-01423,China,2013,Solar CSP,1245.82,22.09,2410766.35,5206.38,6486.21,15.81,1232205.77,759,Yes,No,Planned
RE-01424,Norway,2011,Biomass,268.3,81.29,1910565.37,2991.99,802.75,36.12,942639.49,892,Yes,No,Construction
RE-01425,Sweden,2017,Solar PV,485.6,25.62,1089837.91,1032.03,501.15,26.8,447303.84,1727,Yes,Yes,Operational
RE-01426,South Africa,2019,Onshore Wind,805.63,41.78,2948547.79,2104.87,1695.75,11.58,1914943.08,3110,Yes,No,Operational
RE-01427,Argentina,2024,Biomass,134.17,79.74,937207.5,2777.38,372.64,83.11,652748.05,345,Yes,No,Construction
RE-01428,South Korea,2023,Solar PV,1238.12,27.78,3012999.69,1009.69,1250.12,38.97,2030812.27,4553,Yes,Yes,Operational
RE-01429,South Korea,2023,Solar CSP,1312.6,32.77,3768017.82,2839.8,3727.52,24.11,2556643.44,2167,Yes,No,Operational
RE-01430,Brazil,2024,Solar PV,469.64,29.26,1203769.98,1088.76,511.33,37.66,393072.79,702,Yes,No,Operational
RE-01431,Australia,2025,Biogas,571.01,80.25,4014143.2,1675.76,956.88,47.57,2719719.46,2081,Yes,No,Construction
RE-01432,Argentina,2016,Biomass,699.89,76.8,4708635.96,3387.07,2370.58,110.23,2292739.95,728,Yes,No,Operational
RE-01433,Canada,2024,Geothermal,84.33,79.79,589433.31,5240.67,441.95,31.3,389718.03,64,Yes,No,Operational
RE-01434,United Kingdom,2021,Hydroelectric,989.36,64.3,5572748.28,4514.48,4466.45,30.24,2834251.1,2405,Yes,No,Planned
RE-01435,Sweden,2023,Onshore Wind,1319.57,27.62,3192715.45,1480.43,1953.53,19.69,1667836.49,1366,Yes,No,Planned
RE-01436,United States,2017,Hydroelectric,680.83,30.72,1832162.55,4642.1,3160.48,9.39,1030476.64,1670,Yes,No,Construction
RE-01437,United Kingdom,2020,Biomass,136.36,67.1,801518.63,3275.8,446.69,62.64,505089.34,210,Yes,No,Operational
RE-01438,Italy,2012,Biomass,481.47,76.03,3206699.98,2374.4,1143.2,102.61,1721330.68,1851,Yes,No,Planned
RE-01439,Argentina,2013,Solar PV,949.48,20.25,1684282.57,1369.41,1300.23,20.98,781264.66,2607,Yes,No,Planned
RE-01440,Chile,2024,Offshore Wind,551.39,57.78,2790875.92,6177.42,3406.17,8.58,1437764.34,350,No,No,Operational
RE-01441,India,2014,Onshore Wind,853.66,28.33,2118534.85,2138.64,1825.67,13.39,1129669.4,2925,Yes,No,Planned
RE-01442,Canada,2021,Solar CSP,1192.96,31.02,3241692.24,4185.29,4992.88,31.93,901461.75,1549,Yes,No,Operational
RE-01443,United Kingdom,2026,Hydroelectric,70.36,45.74,281920.14,2956.08,207.99,7.3,204504.07,271,No,Yes,Retired
RE-01444,Japan,2012,Onshore Wind,322.28,38.79,1095108.73,2137.79,688.97,11.15,467475.52,858,Yes,Yes,Operational
RE-01445,United Kingdom,2022,Solar PV,550.53,22.12,1066768.59,875.91,482.21,27.76,613632.63,435,Yes,No,Operational
RE-01446,Japan,2018,Geothermal,84.28,92.33,681665.74,3220.91,271.46,16.7,362102.35,101,Yes,No,Planned
RE-01447,Chile,2020,Biogas,1466.83,66.23,8510178.02,1694.53,2485.59,78.26,3069169.62,1517,Yes,Yes,Operational
RE-01448,Poland,2018,Solar PV,1127.56,29.0,2864453.42,784.65,884.74,26.02,1560901.55,849,Yes,No,Planned
RE-01449,Chile,2013,Onshore Wind,1002.31,39.86,3499801.91,2217.5,2222.62,11.08,2187536.95,3114,Yes,No,Operational
RE-01450,Spain,2017,Solar CSP,654.23,37.02,2121636.49,2502.07,1636.93,30.03,725961.22,1785,Yes,No,Operational
RE-01451,Chile,2015,Onshore Wind,470.67,42.14,1737461.36,1271.25,598.34,17.03,1003395.39,1686,Yes,Yes,Planned
RE-01452,Sweden,2020,Onshore Wind,934.69,41.85,3426629.62,1469.63,1373.65,14.85,2228888.78,677,No,No,Planned
RE-01453,South Korea,2023,Solar PV,442.17,23.3,902504.34,808.15,357.34,50.17,294956.32,1556,Yes,Yes,Construction
RE-01454,Brazil,2013,Solar CSP,297.3,23.73,618011.78,3417.39,1015.99,43.24,304871.91,398,Yes,Yes,Operational
RE-01455,South Africa,2011,Onshore Wind,41.49,27.37,99476.92,1514.08,62.82,16.76,28201.02,117,Yes,Yes,Planned
RE-01456,South Korea,2021,Hydroelectric,1464.75,58.3,7480595.43,2196.06,3216.68,33.36,4918461.77,1705,Yes,No,Operational
RE-01457,Sweden,2023,Biogas,608.48,75.33,4015303.54,1820.44,1107.7,72.13,2031565.67,2215,Yes,Yes,Operational
RE-01458,South Africa,2012,Solar CSP,185.16,24.42,396092.79,4929.06,912.66,22.4,143047.59,522,Yes,No,Construction
RE-01459,Spain,2014,Solar PV,897.29,27.86,2189868.55,1028.03,922.44,49.46,1002776.92,2113,Yes,No,Operational
RE-01460,India,2025,Geothermal,912.1,78.17,6245779.87,2489.87,2271.01,52.03,2545166.92,1269,Yes,No,Operational
RE-01461,Poland,2024,Offshore Wind,1024.47,35.09,3149101.94,4893.0,5012.73,11.94,811471.8,2694,Yes,No,Operational
RE-01462,South Africa,2011,Solar CSP,820.12,23.64,1698356.98,4051.73,3322.9,43.78,784819.45,1583,Yes,Yes,Operational
RE-01463,South Africa,2019,Geothermal,1341.41,88.39,10386489.34,2565.51,3441.4,31.03,2624125.14,2023,Yes,No,Operational
RE-01464,Sweden,2025,Geothermal,1325.91,87.07,10113155.77,5609.84,7438.14,47.32,5395693.47,1949,Yes,No,Operational
RE-01465,Italy,2026,Biomass,491.26,79.38,3416068.77,2691.08,1322.02,116.03,916316.09,821,Yes,Yes,Planned
RE-01466,Japan,2010,Biomass,159.55,74.15,1036363.41,2403.17,383.43,53.29,577981.94,134,Yes,Yes,Planned
RE-01467,Poland,2019,Biomass,323.45,85.57,2424559.21,4021.82,1300.86,57.55,1771202.22,441,Yes,Yes,Construction
RE-01468,Poland,2014,Onshore Wind,1341.8,30.54,3589722.91,1321.3,1772.92,11.66,1159675.57,5107,Yes,No,Construction
RE-01469,Spain,2014,Offshore Wind,211.84,44.88,832846.42,5867.37,1242.94,13.62,212193.84,588,Yes,Yes,Operational
RE-01470,Germany,2023,Solar CSP,1320.74,35.88,4151202.05,2608.08,3444.6,38.69,2680073.03,3682,No,No,Operational
RE-01471,Mexico,2016,Solar PV,525.53,22.08,1016484.33,1558.34,818.95,44.62,413169.91,1991,Yes,No,Operational
RE-01472,Italy,2017,Geothermal,719.36,93.09,5866153.48,3209.52,2308.8,28.33,3402838.85,2583,Yes,Yes,Planned
RE-01473,Chile,2023,Geothermal,519.76,78.94,3594215.25,3984.23,2070.84,41.95,1906805.06,1660,Yes,Yes,Planned
RE-01474,United States,2013,Solar PV,192.62,16.88,284824.88,900.75,173.5,36.07,164555.01,696,Yes,No,Operational
RE-01475,Canada,2023,Biogas,166.62,60.54,883636.51,1832.76,305.37,38.92,480078.79,142,Yes,Yes,Operational
RE-01476,Germany,2016,Solar PV,1344.65,25.32,2982476.73,753.49,1013.18,55.82,1362841.09,1981,Yes,No,Operational
RE-01477,Australia,2015,Offshore Wind,235.34,48.65,1002957.89,6340.56,1492.19,15.08,750315.9,243,No,No,Operational
RE-01478,United Kingdom,2018,Biomass,129.41,74.86,848636.62,4495.0,581.7,66.85,281299.72,176,Yes,No,Operational
RE-01479,United Kingdom,2022,Hydroelectric,132.93,51.81,603310.25,3162.24,420.36,7.94,342192.97,375,Yes,No,Operational
RE-01480,South Africa,2012,Offshore Wind,1416.12,37.2,4614738.57,6300.5,8922.26,21.18,1399752.11,3213,Yes,No,Planned
RE-01481,South Africa,2016,Hydroelectric,763.43,37.96,2538630.73,3531.03,2695.69,28.88,907888.32,1826,Yes,No,Construction
RE-01482,Germany,2021,Onshore Wind,899.32,39.97,3148853.87,1985.06,1785.2,14.48,2151934.21,1165,Yes,No,Operational
RE-01483,India,2025,Onshore Wind,918.82,46.13,3712940.59,1834.44,1685.52,17.67,2267289.1,2104,Yes,Yes,Planned
RE-01484,Argentina,2024,Onshore Wind,1128.03,36.7,3626526.21,1501.07,1693.25,19.88,991808.46,2814,Yes,Yes,Operational
RE-01485,Sweden,2021,Offshore Wind,163.38,53.42,764551.74,5112.73,835.32,9.71,300780.25,146,Yes,Yes,Operational
RE-01486,Spain,2015,Biomass,964.97,56.15,4746436.54,1895.65,1829.25,64.7,2820660.32,2701,Yes,Yes,Construction
RE-01487,Poland,2010,Biogas,835.62,64.84,4746308.23,2173.81,1816.48,58.82,1701949.38,2031,Yes,No,Operational
RE-01488,Norway,2025,Solar CSP,1125.72,41.03,4046094.34,3109.38,3500.29,21.26,1628210.72,4060,Yes,Yes,Construction
RE-01489,Poland,2010,Onshore Wind,823.67,35.35,2550625.94,1912.32,1575.12,16.5,1052118.39,2216,Yes,No,Construction
RE-01490,Australia,2022,Hydroelectric,1080.89,38.57,3652037.63,3177.68,3434.72,15.99,978420.93,2029,Yes,Yes,Planned
RE-01491,Norway,2012,Solar CSP,751.93,37.26,2454281.47,4313.44,3243.4,20.08,1372202.42,2351,Yes,Yes,Operational
RE-01492,Chile,2019,Biomass,1171.56,77.44,7947563.12,3887.6,4554.56,117.24,4309754.44,4282,Yes,Yes,Planned
RE-01493,Argentina,2021,Onshore Wind,1466.93,30.6,3932193.88,1533.06,2248.89,17.68,1106695.52,3930,Yes,Yes,Planned
RE-01494,United States,2018,Hydroelectric,1120.52,55.64,5461486.19,3878.98,4346.47,16.7,1442708.06,3682,Yes,Yes,Planned
RE-01495,Sweden,2015,Biomass,383.45,87.12,2926379.97,2032.02,779.18,48.66,1372936.79,1240,Yes,No,Operational
RE-01496,Norway,2015,Biogas,175.4,81.86,1257782.17,3844.74,674.37,44.7,834984.06,468,Yes,No,Retired
RE-01497,India,2015,Hydroelectric,2.71,64.19,15238.45,3124.75,8.47,17.36,9239.16,6,Yes,No,Operational
RE-01498,Sweden,2020,Onshore Wind,1290.9,25.41,2873434.96,2217.2,2862.18,16.77,2078674.1,1601,Yes,No,Planned
RE-01499,China,2026,Solar CSP,625.69,31.86,1746260.75,3011.65,1884.36,35.82,1167698.74,2049,No,Yes,Operational
RE-01500,Poland,2020,Onshore Wind,805.23,42.43,2992933.62,1892.49,1523.89,8.0,1017375.44,1864,Yes,No,Operational
RE-01501,Italy,2010,Offshore Wind,1179.04,46.44,4796504.5,4793.52,5651.75,15.97,1835491.37,1644,Yes,Yes,Operational
RE-01502,South Africa,2014,Solar PV,579.33,22.17,1125112.16,1047.83,607.04,31.61,284569.41,2014,Yes,No,Planned
RE-01503,Mexico,2010,Hydroelectric,1012.88,34.15,3030071.04,3265.49,3307.55,30.25,865836.51,4013,Yes,Yes,Operational
RE-01504,Spain,2010,Hydroelectric,323.76,47.17,1337806.11,1840.93,596.02,34.98,556603.89,689,Yes,No,Planned
RE-01505,Chile,2026,Geothermal,284.58,79.76,1988353.63,4809.9,1368.8,16.8,1209858.41,118,Yes,No,Operational
RE-01506,South Africa,2019,Biogas,1105.03,78.26,7575617.15,3580.92,3957.02,26.42,2101038.27,1231,Yes,No,Operational
